;name;link;company_name;site;salary_min;salary_max;salary_currency
386;Аналитик Big Data (Почта);https://nn.hh.ru/vacancy/48308824?from=vacancy_search_list&query=python;VK, Социальные сети, Одноклассники;hh.ru;;;
387;Distributed Systems Engineer;https://nn.hh.ru/vacancy/46377499?from=vacancy_search_list&query=python;Cube Dev;hh.ru;8000.0;;USD
388;Junior DevOps Engineer;https://nn.hh.ru/vacancy/48703828?from=vacancy_search_list&query=python;АО Кросс технолоджис;hh.ru;100000.0;150000.0;руб.
389;Devops (Kubernetes) удаленно;https://nn.hh.ru/vacancy/48083206?from=vacancy_search_list&query=python;StormWall™;hh.ru;;350000.0;руб.
390;Data Analyst;https://nn.hh.ru/vacancy/49155865?from=vacancy_search_list&query=python;Exness;hh.ru;;;
391;Quant Developer / Квант-разработчик;https://nn.hh.ru/vacancy/49164940?from=vacancy_search_list&query=python;Target Asset Management;hh.ru;;;
392;Analyst BI;https://nn.hh.ru/vacancy/45866152?from=vacancy_search_list&query=python;ООО Криптериум;hh.ru;;;
393;DevOps/ Системный администратор;https://nn.hh.ru/vacancy/47852873?from=vacancy_search_list&query=python;AISA;hh.ru;150000.0;350000.0;руб.
394;Senior Software Developer C++/Python (relocation to Estonia, Tallinn);https://nn.hh.ru/vacancy/44689401?from=vacancy_search_list&query=python;Parallels;hh.ru;;;
395;QA Automation engineer;https://nn.hh.ru/vacancy/48846981?from=vacancy_search_list&query=python;CyberHULL (ООО Киберкор);hh.ru;;;
396;AI researcher;https://nn.hh.ru/vacancy/48321760?from=vacancy_search_list&query=python;Институт Искусственного Интеллекта;hh.ru;150000.0;400000.0;руб.
397;Middle / Senior QA engineer (Тестировщик);https://nn.hh.ru/vacancy/48436832?from=vacancy_search_list&query=python;ООО Айтаргет;hh.ru;;;
398;Data engineer (проект Visper);https://nn.hh.ru/vacancy/49116628?from=vacancy_search_list&query=python;Сбер. IT;hh.ru;;;
399;Аналитик данных;https://nn.hh.ru/vacancy/47794224?from=vacancy_search_list&query=python;Открытые Технологии;hh.ru;120000.0;180000.0;руб.
400;Golang разработчик (middle);https://nn.hh.ru/vacancy/48942011?from=vacancy_search_list&query=python;ООО ЛИДЛИНКС;hh.ru;100000.0;150000.0;руб.
401;Специалист по информационной безопасности приложений (appsec);https://nn.hh.ru/vacancy/48100741?from=vacancy_search_list&query=python;VK Pay;hh.ru;;;
402;Программист С#/С++;https://nn.hh.ru/vacancy/47560669?from=vacancy_search_list&query=python;Адалиск;hh.ru;170000.0;;руб.
403;Middle Django разработчик (удалённо, ИТ-разработка и консалтинг для крупного бизнеса);https://nn.hh.ru/vacancy/49162979?from=vacancy_search_list&query=python;ООО Онли;hh.ru;110000.0;170000.0;руб.
404;Разработчик ESB / ETL / Apps Script / RPA;https://nn.hh.ru/vacancy/47078438?from=vacancy_search_list&query=python;FM Logistic;hh.ru;;;
405;Программист-разработчик;https://nn.hh.ru/vacancy/49179792?from=vacancy_search_list&query=python;ООО КАД ПРОЕКТ;hh.ru;;;
406;Дата аналитик;https://nn.hh.ru/vacancy/48518085?from=vacancy_search_list&query=python;Билайн;hh.ru;;;
407;Software Developer in Test;https://nn.hh.ru/vacancy/48926283?from=vacancy_search_list&query=python;SberAutoTech;hh.ru;;;
408;Senior Data Analyst (Поиск и Рекомендации);https://nn.hh.ru/vacancy/46798555?from=vacancy_search_list&query=python;Леруа Мерлен. Центральный офис;hh.ru;;;
409;Senior/Middle ML Engineer;https://nn.hh.ru/vacancy/48301512?from=vacancy_search_list&query=python;Schaffhausen Institute of Technology;hh.ru;;;
410;DevOps Engineer;https://nn.hh.ru/vacancy/49192813?from=vacancy_search_list&query=python;ООО КАЗАНЬЭКСПРЕСС;hh.ru;;300000.0;руб.
411;SRE Engineer (Data);https://nn.hh.ru/vacancy/48346899?from=vacancy_search_list&query=python;Леруа Мерлен. Центральный офис;hh.ru;;;
412;Разработчик С++ (разработка алгоритмов предсказания траекторий беспилотного транспорта);https://nn.hh.ru/vacancy/49126630?from=vacancy_search_list&query=python;ООО Эвокарго;hh.ru;80000.0;200000.0;руб.
413;ML Engineer;https://nn.hh.ru/vacancy/49092375?from=vacancy_search_list&query=python;Wargaming, Moscow;hh.ru;;;
414;DevOps/Системный администратор;https://nn.hh.ru/vacancy/48801006?from=vacancy_search_list&query=python;ООО ИИТ;hh.ru;150000.0;350000.0;руб.
415;Senior Frontend developer продукт видеоаналитики (MTS AI);https://nn.hh.ru/vacancy/48342009?from=vacancy_search_list&query=python;ПАО «МТС», IT;hh.ru;250000.0;350000.0;руб.
416;Back-end Developer (Node.js / JavaScript), удалённо;https://nn.hh.ru/vacancy/48854869?from=vacancy_search_list&query=python;ООО Поток.Диджитал;hh.ru;100000.0;350000.0;руб.
417;Data Science Team Lead;https://nn.hh.ru/vacancy/49190202?from=vacancy_search_list&query=python;Билайн;hh.ru;;;
418;DevOps engineer;https://nn.hh.ru/vacancy/48661224?from=vacancy_search_list&query=python;ООО InStat;hh.ru;;;
419;Ведущий инженер по нагрузочному тестированию;https://nn.hh.ru/vacancy/47259091?from=vacancy_search_list&query=python;VK Pay;hh.ru;;;
420;Аналитик (SQL);https://nn.hh.ru/vacancy/49144484?from=vacancy_search_list&query=python;Банк Хоум Кредит;hh.ru;;;
421;CI/DevOps Specialist;https://nn.hh.ru/vacancy/49019876?from=vacancy_search_list&query=python;LLC FINTERNA;hh.ru;;5000.0;USD
422;Программист-разработчик;https://nn.hh.ru/vacancy/49027789?from=vacancy_search_list&query=python;ООО АйПильсин;hh.ru;130000.0;;руб.
423;Senior Java Developer;https://nn.hh.ru/vacancy/46869112?from=vacancy_search_list&query=python;ООО ЛАЙТХАУС;hh.ru;250000.0;350000.0;руб.
424;DevOps engineer;https://nn.hh.ru/vacancy/49049959?from=vacancy_search_list&query=python;Waves Enterprise;hh.ru;;;
425;Security engineer;https://nn.hh.ru/vacancy/45684011?from=vacancy_search_list&query=python;Plesk;hh.ru;150000.0;300000.0;руб.
426;Data Engineer - Liquidity Management;https://nn.hh.ru/vacancy/48971170?from=vacancy_search_list&query=python;Deutsche Bank Technology Center;hh.ru;;;
427;Системный администратор Linux (Junior / Middle);https://nn.hh.ru/vacancy/48680757?from=vacancy_search_list&query=python;ООО НМ Технолоджис;hh.ru;150000.0;300000.0;руб.
428;Стажер (Аналитика больших данных и аудит процессов ИТ — Департамент управления рисками);https://nn.hh.ru/vacancy/48663470?from=vacancy_search_list&query=python;Deloitte;hh.ru;;;
429;ML инженер;https://nn.hh.ru/vacancy/47524668?from=vacancy_search_list&query=python;АО НПЦ «ЭЛВИС»;hh.ru;;;
430;ML-Engineer;https://nn.hh.ru/vacancy/48348508?from=vacancy_search_list&query=python;Сбер. IT;hh.ru;;;
431;DevOps Engineer (Middle/Senior);https://nn.hh.ru/vacancy/44354103?from=vacancy_search_list&query=python;Студия Кефир;hh.ru;;;
432;CRM Analyst/Data Analyst;https://nn.hh.ru/vacancy/49061906?from=vacancy_search_list&query=python;АО РН Банк;hh.ru;;;
433;Системный аналитик Ассистента B2B Салют и Чат-бот;https://nn.hh.ru/vacancy/49147080?from=vacancy_search_list&query=python;Сбер. IT;hh.ru;250000.0;;руб.
434;Специалист автоматизированного тестирования / QA Automation;https://nn.hh.ru/vacancy/47369809?from=vacancy_search_list&query=python;Eugene Global Consulting;hh.ru;;200000.0;руб.
435;Разработчик ETL;https://nn.hh.ru/vacancy/49189450?from=vacancy_search_list&query=python;Сбер для экспертов;hh.ru;;;
436;Product Analyst;https://nn.hh.ru/vacancy/48278471?from=vacancy_search_list&query=python;Метр Квадратный;hh.ru;200000.0;;руб.
437;Продуктовый аналитик (Product Analyst/ Data Analyst);https://nn.hh.ru/vacancy/48621503?from=vacancy_search_list&query=python;ЛИЦА;hh.ru;;;
438;DevOps инженер (Big Data);https://nn.hh.ru/vacancy/48306568?from=vacancy_search_list&query=python;ПАО «МТС», IT;hh.ru;;;
439;DevOps-инженер;https://nn.hh.ru/vacancy/48478700?from=vacancy_search_list&query=python;Finch;hh.ru;;;
440;Senior GX Data Platform Engineer;https://nn.hh.ru/vacancy/49075058?from=vacancy_search_list&query=python;NVIDIA;hh.ru;;;
441;С++ разработчик (junior);https://nn.hh.ru/vacancy/49051185?from=vacancy_search_list&query=python;Tevian (ООО Технологии видеоанализа);hh.ru;100000.0;160000.0;руб.
442;Middle C++ Developer;https://nn.hh.ru/vacancy/48372985?from=vacancy_search_list&query=python;Insilico Medicine;hh.ru;;;
443;Администратор приложения/ DevOps инженер;https://nn.hh.ru/vacancy/48159874?from=vacancy_search_list&query=python;Билайн;hh.ru;;;
444;Аналитик по работе с данными / BI;https://nn.hh.ru/vacancy/49130700?from=vacancy_search_list&query=python;ООО БиАй Продакшн;hh.ru;100000.0;140000.0;руб.
445;Data Scientist в Центр построения моделей розничного бизнеса;https://nn.hh.ru/vacancy/49192145?from=vacancy_search_list&query=python;Банк Открытие;hh.ru;;;
446;Программист C++;https://nn.hh.ru/vacancy/49175513?from=vacancy_search_list&query=python;АО КОНЦЕРН РТИ СИСТЕМЫ;hh.ru;;;
447;QA Engineer (Automation);https://nn.hh.ru/vacancy/48342454?from=vacancy_search_list&query=python;Finstar Financial Group;hh.ru;;;
448;Software Validation Engineer (Computer Vision);https://nn.hh.ru/vacancy/47406144?from=vacancy_search_list&query=python;Intel Corporation;hh.ru;;;
449;Middle С++ Developer по встраиванию решений видеоаналитики;https://nn.hh.ru/vacancy/44844785?from=vacancy_search_list&query=python;DSSL;hh.ru;180000.0;;руб.
450;DevOps Engineer;https://nn.hh.ru/vacancy/48883016?from=vacancy_search_list&query=python;Prooftechit;hh.ru;;;
451;DevOps engineer;https://nn.hh.ru/vacancy/48964475?from=vacancy_search_list&query=python;Playkot;hh.ru;200000.0;;руб.
452;Программист-разработчик (STM32, C/C++) - автономные роботы и навигация;https://nn.hh.ru/vacancy/48585485?from=vacancy_search_list&query=python;Marvelmind Robotics;hh.ru;40000.0;150000.0;руб.
453;Data Scientist в службу рекомендательных систем и улучшения качества поиска Яндекс.Маркета;https://nn.hh.ru/vacancy/45302142?from=vacancy_search_list&query=python;Яндекс;hh.ru;;;
454;DevOps/Системный администратор Linux;https://nn.hh.ru/vacancy/48832553?from=vacancy_search_list&query=python;ООО СиПиЭй Хаб;hh.ru;150000.0;;руб.
455;Data engineer;https://nn.hh.ru/vacancy/48444062?from=vacancy_search_list&query=python;ЛАНИТ- Интеграция;hh.ru;;;
456;Разработчик Sas;https://nn.hh.ru/vacancy/49190062?from=vacancy_search_list&query=python;ANCOR;hh.ru;;;
457;C++ developer - Quantum;https://nn.hh.ru/vacancy/48382985?from=vacancy_search_list&query=python;Deutsche Bank Technology Center;hh.ru;;;
458;Аналитик данных;https://nn.hh.ru/vacancy/49165055?from=vacancy_search_list&query=python;Банк ВТБ (ПАО);hh.ru;;;
459;Старший аналитик по работе с данными;https://nn.hh.ru/vacancy/48439042?from=vacancy_search_list&query=python;Российский Союз Автостраховщиков;hh.ru;140000.0;;руб.
460;Middle DevOps Engineer;https://nn.hh.ru/vacancy/49183458?from=vacancy_search_list&query=python;Parimatch Tech;hh.ru;;;
461;Релиз-инженер;https://nn.hh.ru/vacancy/45869742?from=vacancy_search_list&query=python;VK Pay;hh.ru;;;
462;Разработчик на С#;https://nn.hh.ru/vacancy/48476402?from=vacancy_search_list&query=python;Интерсофт Лаб;hh.ru;140000.0;180000.0;руб.
463;DevOps engineer - CTT;https://nn.hh.ru/vacancy/48347117?from=vacancy_search_list&query=python;Deutsche Bank Technology Center;hh.ru;;;
464;Lead/Senior Data scientist;https://nn.hh.ru/vacancy/49193862?from=vacancy_search_list&query=python;Marfatech;hh.ru;;;
465;Системный администратор / DevOps инженер - удалённо;https://nn.hh.ru/vacancy/48292859?from=vacancy_search_list&query=python;АО НТЦ ЕЭС Информационные Комплексы;hh.ru;;220000.0;руб.
466;DevOps инженер (Linux);https://nn.hh.ru/vacancy/44139567?from=vacancy_search_list&query=python;БЕТСИТИ;hh.ru;;250000.0;руб.
467;DevOps-инженер (Hadoop);https://nn.hh.ru/vacancy/49127826?from=vacancy_search_list&query=python;VK, Delivery Club;hh.ru;;;
468;Инженер-программист по тестированию;https://nn.hh.ru/vacancy/49105879?from=vacancy_search_list&query=python;3LOGIC GROUP;hh.ru;150000.0;;руб.
469;DevOps Engineer;https://nn.hh.ru/vacancy/49116028?from=vacancy_search_list&query=python;CyberHULL (ООО Киберкор);hh.ru;;;
470;Data scientist (Управление рисками корпоративных клиентов);https://nn.hh.ru/vacancy/49117611?from=vacancy_search_list&query=python;Сбер для экспертов;hh.ru;;;
471;Debian fork developer;https://nn.hh.ru/vacancy/46679404?from=vacancy_search_list&query=python;ООО Арго Технолоджи Ист;hh.ru;;;
472;Data Operations Engineer;https://nn.hh.ru/vacancy/39734082?from=vacancy_search_list&query=python;АО Национальная система платежных карт;hh.ru;;;
473;Senior Database Developer;https://nn.hh.ru/vacancy/43566351?from=vacancy_search_list&query=python;ООО Айти-Солюшнс;hh.ru;;;
474;Инженер тестирования;https://nn.hh.ru/vacancy/48280399?from=vacancy_search_list&query=python;ПАО МТС Банк. IT;hh.ru;;;
475;ETL разработчик (Hadoop);https://nn.hh.ru/vacancy/41434273?from=vacancy_search_list&query=python;«РОСБАНК, Societe Generale Group»;hh.ru;;;
476;Аналитик мобильных игр (удаленно);https://nn.hh.ru/vacancy/48647214?from=vacancy_search_list&query=python;SVMD;hh.ru;;;
477;Senior Frontend Software Engineer ReactJS;https://nn.hh.ru/vacancy/48801842?from=vacancy_search_list&query=python;Top Remote Talent;hh.ru;4000.0;6000.0;USD
478;QA Automation;https://nn.hh.ru/vacancy/49143057?from=vacancy_search_list&query=python;ООО ИТ1;hh.ru;;;
479;Тестировщик ПО/QA инженер;https://nn.hh.ru/vacancy/48357369?from=vacancy_search_list&query=python;ООО Изибук;hh.ru;100000.0;150000.0;руб.
480;Ведущий инженер по автоматизированному тестированию (frontend);https://nn.hh.ru/vacancy/47086837?from=vacancy_search_list&query=python;Netris;hh.ru;;;
481;Инженер по тестированию (QA engineer);https://nn.hh.ru/vacancy/47889866?from=vacancy_search_list&query=python;Актив;hh.ru;100000.0;150000.0;руб.
482;DevOps инженер;https://nn.hh.ru/vacancy/47661620?from=vacancy_search_list&query=python;ООО Энерджи Консалтинг;hh.ru;;;
483;DevOps/Системный администратор (Big data);https://nn.hh.ru/vacancy/46417846?from=vacancy_search_list&query=python;QIWI;hh.ru;;;
484;Главный аналитик (Data Quality);https://nn.hh.ru/vacancy/49126957?from=vacancy_search_list&query=python;«РОСБАНК, Societe Generale Group»;hh.ru;;;
485;Системный инженер СУБД PostgreSQL;https://nn.hh.ru/vacancy/49158216?from=vacancy_search_list&query=python;ИП Шпак Виктория Сергеевна;hh.ru;150000.0;250000.0;руб.
486;QA Engineer (Automation);https://nn.hh.ru/vacancy/47774617?from=vacancy_search_list&query=python;Межрегиональный ТранзитТелеком (АО МТТ);hh.ru;;;
487;Продуктовый аналитик;https://nn.hh.ru/vacancy/46892534?from=vacancy_search_list&query=python;Точка;hh.ru;;200000.0;руб.
488;Аналитик данных;https://nn.hh.ru/vacancy/47859698?from=vacancy_search_list&query=python;АО Деловая среда;hh.ru;;;
489;Sr Backend developer - Golang (US contract);https://nn.hh.ru/vacancy/48981232?from=vacancy_search_list&query=python;Bright Pattern, Inc;hh.ru;;;
490;Разработчик баз данных;https://nn.hh.ru/vacancy/48166889?from=vacancy_search_list&query=python;SPTLab;hh.ru;;;
491;Linux administrator / DevOps;https://nn.hh.ru/vacancy/48870448?from=vacancy_search_list&query=python;Холдинг Е-генератор;hh.ru;150000.0;200000.0;руб.
492;Разработчик;https://nn.hh.ru/vacancy/46593817?from=vacancy_search_list&query=python;ООО ИКСПЛАНЕТ.РУ;hh.ru;;;
493;Аналитик данных;https://nn.hh.ru/vacancy/49041941?from=vacancy_search_list&query=python;Ренессанс cтрахование, Группа;hh.ru;;;
494;Программист SQL/BI;https://nn.hh.ru/vacancy/49168944?from=vacancy_search_list&query=python;Hoff;hh.ru;;;
495;Разработчик-аналитик;https://nn.hh.ru/vacancy/46658972?from=vacancy_search_list&query=python;Яндекс;hh.ru;;;
496;Аналитик данных (мониторинг мобильного банка);https://nn.hh.ru/vacancy/48323053?from=vacancy_search_list&query=python;Тинькофф;hh.ru;;;
497;Product Analyst (Ridehailing);https://nn.hh.ru/vacancy/48363440?from=vacancy_search_list&query=python;inDriver;hh.ru;;;
498;Devops инженер;https://nn.hh.ru/vacancy/41932656?from=vacancy_search_list&query=python;Иннова;hh.ru;;;
499;Senior QA Engineer (manual);https://nn.hh.ru/vacancy/47775842?from=vacancy_search_list&query=python;Bright Pattern, Inc;hh.ru;;;
500;Разработчик C# / Middle asp.net developer;https://nn.hh.ru/vacancy/48702456?from=vacancy_search_list&query=python;ООО Аналитические решения;hh.ru;;;
501;Инженер по автоматизации тестирования Go, Ограничения доставки;https://nn.hh.ru/vacancy/47668082?from=vacancy_search_list&query=python;Ozon Информационные технологии;hh.ru;;;
502;Системный администратор Linux, DevOps;https://nn.hh.ru/vacancy/49168273?from=vacancy_search_list&query=python;Учреждение Управляющая дирекция;hh.ru;150000.0;170000.0;руб.
503;Application Developer (Linux)/разработчик прикладных решений (Linux);https://nn.hh.ru/vacancy/48441067?from=vacancy_search_list&query=python;ООО ВедаПроект;hh.ru;;;
504;Разработчик инфраструктуры BI в Яндекс Go;https://nn.hh.ru/vacancy/48588782?from=vacancy_search_list&query=python;Яндекс;hh.ru;;;
505;Аналитик данных;https://nn.hh.ru/vacancy/39345694?from=vacancy_search_list&query=python;Программный Продукт, ИТ-компания;hh.ru;;;
506;ML аналитик в риски;https://nn.hh.ru/vacancy/47912673?from=vacancy_search_list&query=python;Тинькофф;hh.ru;;;
507;Старший инженер по тестированию;https://nn.hh.ru/vacancy/47801575?from=vacancy_search_list&query=python;СИГМА;hh.ru;;;
508;Data Engineer розничного CVM;https://nn.hh.ru/vacancy/48307613?from=vacancy_search_list&query=python;Банк Открытие;hh.ru;;;
509;Аналитик данных;https://nn.hh.ru/vacancy/49122550?from=vacancy_search_list&query=python;АО ЦИФРОВЫЕ ТЕХНОЛОГИИ ЗДОРОВЬЯ;hh.ru;;;
510;DevOps инженер;https://nn.hh.ru/vacancy/49148754?from=vacancy_search_list&query=python;Сбер. IT;hh.ru;;;
511;QA Engineer/Инженер по тестированию (решения видеонаблюдения/CCTV);https://nn.hh.ru/vacancy/46060551?from=vacancy_search_list&query=python;Netris;hh.ru;;;
512;DevOps инженер / DevOps Engineer;https://nn.hh.ru/vacancy/47107977?from=vacancy_search_list&query=python;Программный Продукт, ИТ-компания;hh.ru;;;
513;Менеджер по анализу больших данных (Big data);https://nn.hh.ru/vacancy/43518193?from=vacancy_search_list&query=python;Tele2;hh.ru;;;
514;Тестировщик;https://nn.hh.ru/vacancy/46459674?from=vacancy_search_list&query=python;ООО Ультиматек;hh.ru;;;
515;Middle QA engineer (MT5, Quik, Transaq);https://nn.hh.ru/vacancy/49110042?from=vacancy_search_list&query=python;АО ФИНАМ;hh.ru;;;
516;Аналитик;https://nn.hh.ru/vacancy/46983575?from=vacancy_search_list&query=python;Страховая Компания Allianz;hh.ru;;;
517;Senior DevOps Engineer;https://nn.hh.ru/vacancy/47243343?from=vacancy_search_list&query=python;ООО Хайв Экспо Интернешнл;hh.ru;;;
518;DevOps;https://nn.hh.ru/vacancy/48316323?from=vacancy_search_list&query=python;ООО Научно-Производственное Объединение Интеллектуальные Технические Системы;hh.ru;;;
519;Front-end разработчик (C#, php);https://nn.hh.ru/vacancy/49189480?from=vacancy_search_list&query=python;Билайн;hh.ru;;;
520;Стажер/Специалист (Группа оказывающая услуги в области компьютерной криминалистики и анализа данных);https://nn.hh.ru/vacancy/47572439?from=vacancy_search_list&query=python;EY (Эрнст энд Янг);hh.ru;;;
521;Software Development Engineer in Test (SDET);https://nn.hh.ru/vacancy/44350601?from=vacancy_search_list&query=python;FUNCORP;hh.ru;140000.0;270000.0;руб.
522;Middle Data Scientist (Delivery Club - Marketing);https://nn.hh.ru/vacancy/45360607?from=vacancy_search_list&query=python;VK, Delivery Club;hh.ru;;;
523;Senior Automation QA engineer / Старший разработчик автотестов;https://nn.hh.ru/vacancy/49166627?from=vacancy_search_list&query=python;ООО Кошелек.Ру;hh.ru;40000.0;150000.0;руб.
524;Тестировщик телекоммуникационного оборудования;https://nn.hh.ru/vacancy/49146029?from=vacancy_search_list&query=python;Цифровые решения, НПП;hh.ru;80000.0;;руб.
525;Инженер по безопасности/security engineer;https://nn.hh.ru/vacancy/48752537?from=vacancy_search_list&query=python;United Traders;hh.ru;150000.0;300000.0;руб.
526;DevOps Specialist;https://nn.hh.ru/vacancy/48365447?from=vacancy_search_list&query=python;Like Центр;hh.ru;;;
527;Data-аналитик в Finance;https://nn.hh.ru/vacancy/49159270?from=vacancy_search_list&query=python;Skyeng;hh.ru;;;
528;Golang Developer;https://nn.hh.ru/vacancy/47300910?from=vacancy_search_list&query=python;WILDBERRIES;hh.ru;;;
529;Senior С++ developer (self-driving);https://nn.hh.ru/vacancy/48913377?from=vacancy_search_list&query=python;SberAutoTech;hh.ru;;;
530;QA manual;https://nn.hh.ru/vacancy/48816545?from=vacancy_search_list&query=python;ООО ОНЭЛИЯ;hh.ru;80000.0;170000.0;руб.
531;Specialist DevOps;https://nn.hh.ru/vacancy/41703678?from=vacancy_search_list&query=python;ALP GROUP;hh.ru;;300000.0;руб.
532;Fullstack developer;https://nn.hh.ru/vacancy/48086274?from=vacancy_search_list&query=python;Домклик;hh.ru;;;
533;Инженер машинного обучения в группе нейрокомпьютерных интерфейсов;https://nn.hh.ru/vacancy/48627059?from=vacancy_search_list&query=python;Институт Искусственного Интеллекта;hh.ru;;;
534;Разработчик баз данных;https://nn.hh.ru/vacancy/48616914?from=vacancy_search_list&query=python; Rendez-Vous. IT;hh.ru;;;
535;Продуктовый аналитик/Product Analyst;https://nn.hh.ru/vacancy/48479706?from=vacancy_search_list&query=python;Lab4U - медицинская онлайн-лаборатория;hh.ru;;;
536;Системный аналитик/system analyst;https://nn.hh.ru/vacancy/48876280?from=vacancy_search_list&query=python;ООО А 3;hh.ru;;;
537;Junior Game Analyst;https://nn.hh.ru/vacancy/48809730?from=vacancy_search_list&query=python;NEXTRP;hh.ru;;;
538;DevOps engineer Windows / Linux;https://nn.hh.ru/vacancy/49128223?from=vacancy_search_list&query=python;ООО РТС-тендер;hh.ru;;;
539;Специалист по тестированию (QA) - удалённо;https://nn.hh.ru/vacancy/48294119?from=vacancy_search_list&query=python;АО НТЦ ЕЭС Информационные Комплексы;hh.ru;;120000.0;руб.
540;Ведущий программист С++;https://nn.hh.ru/vacancy/46112554?from=vacancy_search_list&query=python;ООО НПО ПКРВ;hh.ru;130000.0;150000.0;руб.
541;Разработчик С++ функциональности поиска по видео;https://nn.hh.ru/vacancy/48625303?from=vacancy_search_list&query=python;Яндекс;hh.ru;;;
542;Системный аналитик / бизнес-аналитик;https://nn.hh.ru/vacancy/43651612?from=vacancy_search_list&query=python;ООО НТ Прогресс;hh.ru;;;
543;Системный администратор в стартап (роботизированные решения);https://nn.hh.ru/vacancy/48794081?from=vacancy_search_list&query=python;Fast Sense Studio;hh.ru;;;
544;Системный администратор Linux;https://nn.hh.ru/vacancy/46028070?from=vacancy_search_list&query=python;VK Pay;hh.ru;;;
545;Senior Java разработчик / TeamLead;https://nn.hh.ru/vacancy/48599629?from=vacancy_search_list&query=python;АО Рамакс Интернейшнл;hh.ru;270000.0;;руб.
546;DevOps Engineer (AdTech);https://nn.hh.ru/vacancy/48827607?from=vacancy_search_list&query=python;Rambler Group;hh.ru;;;
547;Marketing Data Analyst;https://nn.hh.ru/vacancy/48708276?from=vacancy_search_list&query=python;ООО LetyShops;hh.ru;25000.0;35000.0;грн.
548;Middle QA Engineer;https://nn.hh.ru/vacancy/49118298?from=vacancy_search_list&query=python;Scalable Solutions;hh.ru;100000.0;;руб.
549;Threats Research Developer;https://nn.hh.ru/vacancy/49192687?from=vacancy_search_list&query=python;Лаборатория Касперского;hh.ru;;;
550;QA Automation Engineer (SmartTV / Kotlin);https://nn.hh.ru/vacancy/48927359?from=vacancy_search_list&query=python;ivi;hh.ru;;;
551;Аналитик (риски);https://nn.hh.ru/vacancy/39845820?from=vacancy_search_list&query=python;Тинькофф;hh.ru;;;
552;Product Data Science проектов;https://nn.hh.ru/vacancy/48139130?from=vacancy_search_list&query=python;Level.Travel;hh.ru;;250000.0;руб.
553;Qa engineer (middle/middle+);https://nn.hh.ru/vacancy/48442338?from=vacancy_search_list&query=python;ООО Дельта Софт Групп;hh.ru;170000.0;;руб.
554;Тестировщик диалоговых систем;https://nn.hh.ru/vacancy/48535455?from=vacancy_search_list&query=python;ООО ЦИФРОВОЙ ИНТЕЛЛЕКТ;hh.ru;80000.0;;руб.
555;DevOps инженер (применение моделей ML);https://nn.hh.ru/vacancy/49102461?from=vacancy_search_list&query=python;Иннотех, Группа компаний;hh.ru;;;
556;Аналитик данных;https://nn.hh.ru/vacancy/48414068?from=vacancy_search_list&query=python;ПАО «МТС» ;hh.ru;;;
557;Flutter Developer;https://nn.hh.ru/vacancy/48743742?from=vacancy_search_list&query=python;IT X100;hh.ru;250000.0;350000.0;руб.
558;Разработчик Go,С/С++, VoIP администраторы/ IT инфраструктура;https://nn.hh.ru/vacancy/49140703?from=vacancy_search_list&query=python;Ozon Информационные технологии;hh.ru;;;
559;Senior DevOps инженер;https://nn.hh.ru/vacancy/48450980?from=vacancy_search_list&query=python;EPAM Systems, Inc.;hh.ru;;;
560;Старший специалист по тестированию Backend;https://nn.hh.ru/vacancy/45993163?from=vacancy_search_list&query=python;FUNCORP;hh.ru;160000.0;275000.0;руб.
561;Middle+ С++ Developer по развитию продукта;https://nn.hh.ru/vacancy/43369867?from=vacancy_search_list&query=python;DSSL;hh.ru;180000.0;;руб.
562;C++ разработчик;https://nn.hh.ru/vacancy/47586980?from=vacancy_search_list&query=python;VK;hh.ru;;;
563;Junior С++ разработчик;https://nn.hh.ru/vacancy/49148518?from=vacancy_search_list&query=python;ООО ВижнЛабс (VisionLabs);hh.ru;100000.0;;руб.
564;Middle Java developer;https://nn.hh.ru/vacancy/49099602?from=vacancy_search_list&query=python;Билайн;hh.ru;;;
565;Senior DWH developer;https://nn.hh.ru/vacancy/49110063?from=vacancy_search_list&query=python;МАГНИТ, Розничная сеть;hh.ru;;;
566;Quantitative Researcher;https://nn.hh.ru/vacancy/42629377?from=vacancy_search_list&query=python;WorldQuant;hh.ru;;;
567;DevOps инженер внутреннего облака Яндекса;https://nn.hh.ru/vacancy/49175107?from=vacancy_search_list&query=python;Яндекс;hh.ru;;;
568;Аналитик-программист (FX desk, BCS Global Markets);https://nn.hh.ru/vacancy/48581570?from=vacancy_search_list&query=python;Компания БКС;hh.ru;;;
569;Аналитик по количественным расчетам (Quantitative Analyst);https://nn.hh.ru/vacancy/46654230?from=vacancy_search_list&query=python;Банк Открытие;hh.ru;;;
570;Full Stack Developer (React\Node.js);https://nn.hh.ru/vacancy/49141784?from=vacancy_search_list&query=python;ООО СофтМедиаЛаб;hh.ru;;200000.0;руб.
571;C# Developer (ASP.NET);https://nn.hh.ru/vacancy/44711980?from=vacancy_search_list&query=python;ООО Айти Прайм;hh.ru;200000.0;;руб.
572;Аналитик данных;https://nn.hh.ru/vacancy/48419650?from=vacancy_search_list&query=python;Tele2;hh.ru;;;
573;DevOps инженер (Ферма устройств);https://nn.hh.ru/vacancy/49144820?from=vacancy_search_list&query=python;Сбер. IT;hh.ru;;;
574;Разработчик С++ (remote);https://nn.hh.ru/vacancy/46212631?from=vacancy_search_list&query=python;Rambler Group;hh.ru;;;
